title,isEdited,userName,review,rating,date,developerResponse
굿,False,noh miri,좋은 어플이예요,5,2019-05-14 04:39:30,
이거 사서,False,안나쁜사람,서울대 갔음,5,2018-12-28 01:08:53,
폰 중독 탈출,False,srdpp,좋아용 bbb,4,2019-04-30 09:09:07,
한국어지원,False,성자작,한국어지원좀,5,2018-06-21 07:16:54,
Fresh!,False,Rjbjbudsd,!!,4,2018-10-15 07:34:30,
가나쵸콩,False,가나쵸콩,좋아요,5,2021-04-02 14:01:33,
👍,False,kaynekimberley,꽤 효과있음,5,2021-01-03 11:01:54,
귀엽긔,False,wkddmswkd9509,귀엽고 좋음,5,2020-12-29 08:01:09,
좋아요,False,최아아아,좋아요 집중 잘되요,5,2020-06-25 09:47:49,
굉장히,False,쿠쿸하세요쿠쿸,귀여워여,4,2020-10-17 17:42:44,
좋음,False,시비이,쪼아요,5,2020-06-07 12:32:50,
좋아요,False,ziecho,산호 주세요,5,2019-04-22 02:58:07,
좋아용ㅇ요요요ㅛ용,False,ㅇ가다뉴녀ㅏㅈ,좋습니다다다다다,3,2020-02-28 14:35:30,
초집중모드,False,강아지재수,초집중모드 설정이 안돼요...,1,2020-02-24 06:03:35,
좋아요유,False,졸아여좋아요좋아여,좋아용!,5,2018-09-25 05:50:24,
Good,False,ㅁㄴㅇㄹ;ㅣㅏ;니ㅏ얼;미ㅏㄴㅇ,집중하기 좋아요!,5,2020-06-27 11:21:12,
좋아용,False,파튕,좋아요좋앙,5,2020-03-28 04:21:16,
넘좋아요~!!,False,유진이이모,좋아요!!,5,2020-03-05 03:47:57,
조아요,False,무민스,집중이돼뇨,5,2020-02-28 08:56:50,
조아요,False,ㅍㅊㅌㅋㄹㅅ3112,짱이에여,5,2019-04-21 08:08:32,
좋아유,False,ㅇㄷㄲㄹ,!!!!,5,2019-04-20 13:41:32,
짱,False,Ddghk9467,넘귀여워요ㅠㅠ,5,2021-02-14 07:24:38,
좋아요,False,황윤흐ㅔ,공부하기 좋아요,5,2020-02-28 07:05:44,
잘 사용중!,False,ㅇㅈㅇㅈㅎ,잘 사용하곴어용,4,2021-01-18 06:37:21,
조항요,False,중국조까,좋음,5,2021-05-28 02:12:28,
좋아요,False,고양이의 숲,체고 🥺,5,2021-02-25 13:49:27,
:),False,을시시시시,Useful,5,2018-09-12 11:16:48,
좋아용,False,ㅎ하흐르루우튜,진짜 조아요ㅠㅠ,3,2019-04-15 15:40:12,
DGood,False,달이 뜬밤 달이 보이지 않는 정자위,조아요,5,2021-04-05 15:33:38,
해화들,False,달빛마카롱,이뻐용 ㅎㅎ,5,2019-08-01 00:37:36,
굿,False,에베뭬,유료는 좋은 선택,5,2019-04-23 08:04:25,
흐미,False,요멤멤,재밌네요,4,2019-05-20 16:45:15,
좋앙,False,앙잉9999,조아!,5,2021-07-05 15:11:33,
좋아용,False,최물고기,그냥 좋아요,5,2021-04-28 22:33:09,
괜찮아요,False,별명을대체왜쓰란거야다중복이야,괜찮아요,5,2020-04-30 11:23:55,
조아요,False,줘미,공부 잘돼요,5,2020-03-12 02:29:51,
✌🏻,False,나뽕쓰,아주좋아요,5,2021-03-01 05:01:02,
좋아요,False,시현ㅂ가,귀엽고 좋아요,5,2021-02-16 05:01:17,
좋은 것 같아용 ☺️,False,버블티사줘,굿굿굿,5,2019-06-30 05:40:11,
좋네욤,False,내펫라쟈,공부 욕구 뿜뿜,4,2019-08-15 07:14:39,
오우예,False,빠삐리빠리뽕,쪼아용,5,2019-05-07 08:41:35,
리뷰,False,흑흡릊,재미있어요,4,2019-08-22 00:55:57,
아주 굿굿이에여,False,구ㅜㄴ우ㅜ누누누리,뀼,5,2019-04-20 09:14:11,
ㄴㅇㅅ,False,바구니니니,좋음,5,2021-04-03 16:49:42,
nice app,False,wowmarim,good,4,2018-10-15 07:01:37,
대박!,False,준수!,대박이예요!,5,2020-03-04 05:59:27,
예쁘고 좋어요,False,불타는구구므,ㅇㅇ,4,2020-12-17 02:00:56,
조타,False,나리보리,무조건사요,5,2019-11-01 05:45:13,
........,False,",ㅇ더ㅏㅑㅗ야ㅗㅈㅇ챠ㅠㅕㅈㅇㅊ",...........,5,2021-01-17 12:51:47,
좋아요,False,어우어나난,귀여워서 좋아요,5,2019-08-15 05:33:11,
가로 모드!,False,dy-kim,가로 모드 필요!,4,2020-08-31 03:57:22,
좋아요,False,makwkw,사용하기 좋아요,5,2019-04-21 02:07:44,
너무 좋네요,False,요하니는 귀요미,ㅎㅎㅎ,5,2020-04-28 06:10:08,
최고의 앱!,False,염혜교,최고의 앱!,5,2020-02-28 07:40:54,
좋아요,False,zxc6151,추천,5,2019-09-30 12:23:49,
굿,False,하훓,공부하는데 도움됨,5,2019-07-17 08:18:47,
재밌네용,False,현지ㅣ니님,재밌어요,5,2019-04-23 08:55:51,
👍,False,Rimnyang,좋아요 나무 키우는 재미,3,2019-06-07 08:46:02,"{'id': 9670953, 'body': ""Hi, thank you for your support! It'd be great if you give us 5 stars to support us. :) - Forest"", 'modified': '2019-07-15T16:50:57Z'}"
짱 좋아요,False,소히23,추천해요,5,2019-08-12 03:20:59,
아직까진 좋아요,False,봄캘린더수준하고는,괜찮음,3,2019-02-12 14:57:26,
좋아요,False,sulyeong99,유용해요,5,2019-01-16 04:16:31,
ㅋㅋㅋㅋ 좋다,False,ㅎㅎㅎ짱짱,"ㅋㅋㅋㅋ좋다
지금간다
기다려라",5,2018-05-12 06:04:02,
좋아요,False,리처요,너무 좋아요,5,2021-08-04 11:10:27,
Good,False,ghwlswkd,정말 유용함,5,2020-04-01 01:45:14,
힐링,False,육득,그자체,5,2020-03-01 04:25:24,
맘에듬,False,炡元,좋아요,5,2019-10-30 05:26:42,
굿,False,ㅇㅇㄴ놓아으우릉,집중 잘되고 좋아요,5,2019-07-30 14:38:45,
나무심자,False,2011103735,ㅇㄴ,5,2019-04-28 14:52:10,
조아여,False,사월즐이에야,조와영,5,2021-06-24 14:44:47,
😍,False,강세린,진짜 좋음!,5,2021-06-05 01:33:03,
굿굿,False,오이이이이니니ㅣㅇ,집중에 좋아요,5,2021-04-07 04:10:29,
좋아용,False,말랑뽀짝굴려굴려쪼꼬볼,!,5,2019-04-27 11:05:00,
심자,False,아리랑수리릴,나무를,5,2020-03-17 12:55:39,
조아용 !!!,False,해리는퐁신한구름,bbb,5,2020-02-29 12:18:28,
짱좋음,False,djdicikm,완전좋음,5,2019-04-22 11:23:41,
너무조아용,False,ㅖㅣㅖㅣㅖㅣ,ㅎㅎ,5,2019-04-18 05:52:58,
짱,False,별명은 엄씀,아주 좋네용ㅎㅎ,5,2020-02-08 12:06:27,
돈값함,False,리티냥,사세요,4,2020-06-22 09:31:35,
최고,False,tssuneujsn,짱이에용,5,2019-06-16 06:38:26,
조아용,False,정연닝,넘 좋아요,5,2019-06-02 03:03:06,
매우좋슴다,False,으교,귯귯,5,2019-04-12 06:17:27,
조아요,False,볼빵빵한 다람쥐,집중할때 좋아요,5,2020-07-21 01:35:36,
오,False,헤헤구굿,재밌네여,5,2020-02-27 14:40:11,
포레스트,False,수고인,최고,5,2019-09-23 12:00:07,
상점,False,양띵이란여자,안들어가진다구요 ㅠㅠㅠㅠㅠ,2,2019-12-23 08:33:49,"{'id': 12598393, 'body': 'Hi,\r\nCould you please contact us via the in-app feedback system so that we can investigate the problem further? Thank you and sorry for any inconvenience caused.', 'modified': '2019-12-26T16:02:56Z'}"
굿,False,Henry희수,너무 좋아요 추천,5,2019-04-19 11:19:19,
기여오,False,먀먀먐먀먀먐몀,기여어서 조아요,4,2019-04-28 01:33:47,
좋아요,False,-192₩-&2@:!,완전,5,2021-04-14 15:37:22,
넘 조아여,False,Asdasd00,넘 조아여❤️❤️,5,2021-01-29 06:03:44,
Good,False,뎨뎨 대워,집중 잘돼요,5,2019-11-09 04:55:13,
굿,False,Irenekimmmmm,도움이 많이되요!,5,2021-03-11 05:32:51,
왠,False,주메니,괜찮아요,3,2021-03-19 09:33:28,"{'id': 21779376, 'body': ""Hello, Thank you for the feedback. Please don't hesitate to let us know if you have any suggestions for our app! :)\n"", 'modified': '2021-03-21T14:58:27Z'}"
돈 값해요,False,송월이요,쵝오,5,2020-04-22 14:48:01,
좋다̰̃,False,kkkrkkkrrk,좋아,5,2020-03-09 02:03:31,
좋아요,False,최종 합격,진짜로 좋아요,5,2020-02-09 09:50:31,
좋아요,False,seosilver,유익해요,5,2019-06-13 12:33:45,
집중력,False,Yocla14,기르자!,5,2018-06-08 06:12:15,
굿,False,ㅋㅋㅋ너락바ㅣㅔㅇ,"소리는 나무소리만 있나요)""?",4,2017-10-21 03:34:51,
굿,False,서쿠다앙,도움 많이 돼요,5,2020-08-29 07:17:56,
너무예뻐요,False,꽃현디,너무예뻐요,5,2017-12-16 09:18:25,
짱짱맨,False,플렉슬flex해,좋아요,5,2021-05-18 15:36:40,
좋아욜,False,하라마티,그뤠잇,5,2019-04-25 18:09:27,
초집중모드,False,Agent Ahn,초집중모드가 왜 안 켜지죠??,1,2020-03-04 14:08:46,
예뻐용,False,냥냥댕댱,좋아용,5,2019-04-20 07:30:06,
굳굳,False,아이고 대한민국,좋아여ㅎ,5,2022-01-08 03:26:29,
최고야,False,쏓떑쁋,최고임,5,2021-03-22 04:41:49,
짱짱짱조아용,False,짱짱짱조아용,❤️❤️,5,2021-01-07 08:09:09,
좋네용,False,혁경이,좋아요,5,2020-07-08 08:29:01,
좋아요,False,이갈리아의 딸,좋아요 흥미롭고,5,2019-06-17 18:00:11,
조와요,False,zztlqk,ㅈㅇㅇ,5,2021-07-21 11:30:38,
재밌다. 응애.,False,때오때,응애.,5,2021-07-01 06:47:57,
정말,False,묺ㅅㅁㅅㅃ숍벼버ㅓㅃ,정말 도움 짱!,5,2021-05-20 03:09:38,
집중할때 딱,False,한강도하가즈아,집중할때 딱임,5,2020-09-26 22:34:51,
얌얌긋,False,하울의 음~쥑이는 성,넘 좋아요,5,2020-04-01 05:15:40,
수수냐,False,수수냐,좋아요~~~,5,2020-03-07 06:59:56,
좋아요,False,이잉에이이에이에이에이,좋아여~~~,5,2019-10-13 12:05:58,
귀엽네요,False,이힠힠힠,쿄쿄,4,2020-03-06 20:38:05,
로그인,False,geniusyeschang,로그인 어케해요?,2,2021-12-04 09:16:40,"{'id': 26704381, 'body': 'Hi there, to log in: Tap the hamburger menu sign on the top left, go to settings, you should then see the log in option. If you need further support, please contact us via the in-app feedback system. Thank you!', 'modified': '2021-12-08T03:00:07Z'}"
응원해요,False,ydk0719,응원해요,5,2021-09-11 07:43:56,
좋아여,False,구찌개ㅐ애래래애ㅐ갱,아주아주,5,2021-06-17 10:55:34,
이거덕분에 취업함,False,히밍나,굿,5,2020-08-29 08:05:35,
재미잇어요,False,쿠밍,:-),5,2020-01-25 06:39:03,
심신안정,False,우엉이어라,좋아요,4,2020-02-27 13:06:14,
와,False,오호로소,언빌리버블,5,2021-03-19 08:07:59,
짱,False,어어러ㅓ,"짱이당 
추천한당",5,2021-01-07 13:55:07,
좋어요,False,81827374,❤️❤️❤️❤️,5,2020-04-21 10:39:27,
좋아요,False,서우11,귀엽고 좋아요,5,2019-09-15 09:36:01,
좋아요,False,퓰후ㅜㅌㅌㅎ,뿌듯하고 좋아요~,4,2020-03-07 14:40:56,
잼잼,False,쿠쿠헬핼,너무 재밌어요~,5,2019-05-18 23:04:05,
좋아요,False,믱민,굿굿 추천,5,2021-05-23 08:47:47,
굳,False,승줌,좋아요 집중하기,5,2021-01-26 14:11:53,
좋네요,False,깅벙,집중하기 굳,5,2019-05-14 11:02:51,
조아요,False,꼬ㅑㄹㅎ니ㅣㅇ내,폰중독방지ㅎㅎ,4,2019-06-17 23:53:03,
좋아요,False,쿠쿠다스멘탈,짱 생산성!!,5,2019-04-20 07:07:17,
좋아용,False,김파전,젛아,5,2021-08-24 10:50:51,
조아요,False,하나누터나핳,좋습니다,4,2019-04-14 13:19:09,
Luv it,False,코큰브라운,Good to study,4,2019-04-14 06:14:41,
.,False,알마겔zzz,….,5,2021-08-08 23:42:50,
재밌네요,False,yeabin123,재밌어요^^!,5,2021-05-09 19:44:22,
대박,False,바조조,대박이에여,5,2020-06-18 11:12:48,
좋아요,False,gggggghyhhkn,집중력 기르기 굿,5,2020-04-22 22:12:19,
좋아요ㅍㅍ,False,노뉴뇨뇨,좋아욥,5,2019-04-16 00:41:48,
최고,False,한도가10개라니,그냥 최고다,5,2021-10-11 02:56:53,
짱좋,False,세화양,!!,5,2021-04-19 19:05:18,
좋아요,False,귀찮다나아ㅏㅏㅏㅏㅏㅏㅏ,재밋네요,5,2021-01-13 08:40:13,
조하요,False,한국어가 안 돼요,구ㄷ,5,2020-02-27 07:07:56,
좋아요,False,짱짱ㅎㅋㅎㅋㅎㅋㅇ,좋네용,5,2019-06-08 13:35:04,
Love it,False,sayhaiya,:),5,2019-04-18 16:14:55,
개좋은듯 ㅋㅋ,False,귀엽다ㅏㅏㅏ,개좋은듯 ㅋ,5,2022-03-01 13:22:22,
좋아요,False,아나나나ㅏ,재밌네요,5,2020-12-22 04:47:18,
ㅇㅈㅇ,False,cccccccxili,좋아요!,5,2021-06-17 08:40:41,
조아요,False,보시루,좋아야~~~,4,2019-07-18 04:45:45,
예뻐요,False,Gaetuio,잘쓸게요,4,2019-04-11 23:24:43,
...,False,rktvk0220,...,5,2020-03-06 05:01:48,
우와 졸아요,False,안녕하세요?₩?,죠아죠아,5,2019-06-16 13:22:14,
초집중 모드,False,일기 조아용,초집중 모드가 안켜져요,1,2022-01-23 09:44:29,"{'id': 27642748, 'body': ""Hi, owning to the change in the iOS system, please turn on the Deep Focus Mode at the top of Forest's main screen to make trees wither when you leave Forest.\n\nMake sure your device is secured with a password in the privacy settings, then enable the Deep Focus Mode, and your tree will die when you exit Forest. When the mode is switched off, you can use other apps without affecting your tree.\n\nNote that the mode can only be toggled on or off before a session starts. Don't change your mind halfway! :) Feel free to let us know if you encounter any issues or have other questions. Have a great day! "", 'modified': '2022-01-25T03:46:59Z'}"
조아요,False,후르음,덤붕주세요ㅠㅠㅠㅠ,5,2019-04-19 12:30:57,
요로롤롤,False,됴됴됴요오루룽어,오옹,5,2020-10-20 05:20:38,
좋아여~,False,우오앙으아,좋아여!,5,2020-02-27 07:03:43,
호우,False,rlawjdgus5678,좋아요,5,2019-07-04 10:54:40,
좋아요,False,오오오오오빠를 사랑해,좋아요ㅎㅎㅎ,5,2020-10-08 10:04:12,
좋아용,False,뽀레스트짱🥰,♥,5,2020-03-10 22:11:19,
좋아요,False,알랑꾸오아웅,괜찮아요,5,2019-06-06 04:22:22,
좋은듯,False,개미친배그,❤️🥰🤗🤗🤗🥰,5,2020-04-13 16:13:29,
완전 재밌어요,False,mimimimime,ㅎㅎ,5,2019-05-16 07:04:09,
꿀꿀,False,ajsnw,좋아영,5,2020-02-28 14:37:28,
좋아요,False,hahhahahahahyun,야호~,4,2020-06-16 15:29:29,
아주좋소,False,짠뱅,아주좋소,5,2020-06-22 12:48:58,
か,False,きなはひやう,はな,5,2020-04-26 12:49:46,
좋네요,False,wanja12,가성비 굳,5,2020-03-29 07:27:40,
좧아요,False,아아아조아오,좋아,5,2020-04-24 09:52:09,
나무,False,리뷰마인A,나무주세요,5,2019-06-04 01:44:50,
와자자잣,False,스냅챗을씁시다,집중하자자자,5,2021-10-04 23:50:44,
짱,False,다닝91,너무 조아용,4,2019-04-17 05:37:36,
좋다,False,D1tnq1s,좋아,5,2021-04-15 14:12:28,
좋아요,False,해양생물,조항요,5,2021-02-26 04:11:10,
아주좋아요,False,힣히히히힣강쥬니,아주좋아요~,3,2021-03-25 06:55:07,"{'id': 21901670, 'body': ""Hi,\nThank you for the feedback! Don't hesitate to give us a positive rating if you enjoy the app. :)\n- Forest"", 'modified': '2021-03-27T21:58:22Z'}"
👏🏻최고,False,🅼🅸🅲🅷🅸🅽,최고입니당,5,2020-07-06 08:10:23,
좋아요!,False,sorkqkfhqktnsdlek,핵젛음,5,2018-06-19 12:50:57,
좋아요,False,아라흐리리,좋네여,4,2020-03-06 10:06:40,
조하요,False,시누1111,좋아요,5,2020-04-22 06:42:00,
쪼아용,False,shsueishdjdoso,꺅,5,2020-03-04 13:07:53,
조아요,False,ㅁㅇㅁ여ㅕㅕ,이뻐요,5,2020-02-29 12:09:35,
좋아형,False,러이네넝오용ㄴ,히히히ㅣㅇ,5,2019-05-14 12:09:42,
재밌어요,False,청와대18학번,재밌어뇨,5,2019-04-27 10:43:32,
집중에 좋아요,False,음 움,조아요,5,2019-02-26 06:50:23,
좋아요,False,Min sunny,재미있어요,5,2018-06-28 05:49:00,
좋아용,False,💎💰💵,좋앚,5,2020-03-05 07:54:39,
잼씀,False,우우우웅치킨,나무가 마나,4,2020-05-18 04:29:18,
굳,False,양념치킨이,이거 효과있음,5,2019-06-26 04:57:58,
유익한 앱,False,leejimmmm1,굿굿,5,2020-03-09 05:31:12,
조아용,False,고왖재캬쿤저재냌ㅌ,좋아요,5,2019-04-20 15:50:17,
좋아용 ㅎㅎㅎㅎㅎㅎㅎ,False,히히히릳,짱짱,5,2021-06-20 10:55:42,
조아용,False,wdt0709,짱짱,5,2021-02-27 15:06:26,
^^,False,누가내별명을사용하고있어,^^,5,2019-08-10 04:15:53,
ㅎㅎ좋네요ㅎㅎㅎ,False,히호헤히히히히,좋네용,4,2019-10-04 10:39:24,
좋아요!,False,피티티아안,좋아아아아 요!,5,2021-04-17 10:59:20,
좋아욤,False,섹시다똔쑤,좋음,5,2020-03-26 12:41:36,
좋네요,False,익죽윤,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ굿굿,5,2022-05-12 01:06:50,
조아요,False,"짱나,,",그냥 조아^_^,5,2021-05-07 09:24:41,
조어여,False,큐티령,조아여,5,2020-09-27 13:12:55,
좋아요,False,햎핍,좋아요오,5,2020-08-22 08:06:31,
굿굿,False,단풍나무하나,정말 좋네요,5,2019-07-03 19:44:17,
좋아용,False,옌니니니닌,좋아용,5,2020-09-02 07:27:23,
좋아용,False,삐로삐러러,아주 좋아요,5,2020-03-08 09:44:40,
좋아요,False,Hyunjung0723,국굿,5,2019-08-25 13:13:19,
체고,False,으이딘,엄지척,5,2019-04-29 06:08:24,
.,False,사용하고있는 어떤 닝겐,좋다,5,2020-02-27 10:07:52,
긋,False,영재스민,긋이에여,5,2021-04-19 11:45:34,
Best,False,220거주민,Best,5,2019-04-24 06:40:57,
와,False,Dear Cumberbetch,와 너무 좋다,5,2019-05-30 06:27:04,
아주 좋아요,False,흠좀별,구루구루굿굿,5,2019-04-17 08:33:55,
재미써용,False,공부쟝이,ㅎㅎ,5,2019-03-09 07:55:35,
땡스,False,태태탬,편안,5,2021-09-12 09:51:27,
좋은 앱,False,ㅃㄱㄸㅆ,좋은 앱,5,2021-03-15 20:36:13,
좋네용,False,jongvo,좋네용,5,2020-12-27 07:48:54,
넘너 조아요,False,ㅎ̆̈ㅎ̆̈ㅎ̆̈,너무 조아요,5,2020-09-29 05:40:44,
짱,False,하얀크리스,집중 개잘됨,5,2019-11-25 14:58:13,
나무,False,지니세언,나무야~ 호,5,2021-07-10 07:58:58,
최고,False,이재희내븧,좋아요,5,2021-04-17 09:18:49,
귿,False,쁘이이ㅣ이,좋아요,5,2020-04-27 06:09:39,
너무 좋아요👍,False,J0IN,굿굿,5,2019-11-10 09:27:20,
좋아용,False,ㅎㅎ노냐노니너노도,짱짱,5,2019-08-28 01:32:38,
귯,False,thedevapploper,조아요,5,2022-09-12 04:20:22,
좋어요,False,skxkfkfk,좋아요좋아요,4,2019-05-17 03:49:03,
최고,False,cutepuppylove,최고에요,5,2020-07-09 22:12:22,
굳 최고,False,굳 최고,정말 좋아요❤️,5,2019-05-04 02:50:35,
흠,False,ㅇㅇㅁㅇㅉㄴ,"아직은
잘",3,2020-02-29 03:32:42,
굳,False,탱탱@@,너무너무 좋아요!!,4,2022-02-26 03:02:20,
좋아요,False,mldk__rhe,좋슴다,5,2019-04-25 06:22:27,
좋다,False,저노ㅗ유어욱,좋아요,5,2019-04-24 19:08:25,
좋아용,False,또라님,굳굳,5,2021-03-02 07:31:12,
최고,False,에라이안해먹어,좋아요,5,2020-12-26 06:35:57,
재밋따,False,金库里,재밋다~~,5,2020-03-04 01:22:58,
귀여워,False,윰윰둥,긔여워요,4,2020-03-30 23:15:15,
좋아요,False,ㅇㅖ아,👍👍👍👍👍👍👍👍,5,2021-01-21 04:55:54,
좋아용,False,광진구주민3,좋아용,5,2019-10-21 14:45:13,
조아용,False,ㅋㅋㄹㄹ홓,조아ㅏ용,5,2019-12-23 05:47:55,
nice,False,듀랑고 서버운영좆망 믿거넥슨,good,5,2019-10-06 02:22:58,
좋아ㅡㅁ요,False,감사관,ㅋㅋㅋㅋㅋㅋ,5,2019-11-22 01:32:12,
좋아요,False,개잼일,좋아용,4,2021-06-25 02:35:25,
배리 굿,False,hahahajune,좋어요,5,2020-04-05 02:21:14,
죠아요,False,마레라니미밈,죠아요..!,5,2018-07-24 01:57:13,
좋앙,False,앙그이,좋아요,5,2021-06-14 12:01:26,
아주 좋아요 만족,False,Hyorim976,굿,5,2021-04-01 08:24:51,
굿,False,iPhone se2 5708,너무 좋아요 ㅎㅎ,5,2021-03-28 12:44:47,
넘 아기자기,False,호로로롤로로로로로ㅗㅗㄹ,굿굿,4,2021-04-10 18:12:14,
굳이에요,False,박씨의 후예,굳굳굳,5,2020-02-27 10:19:23,
좋아용,False,1234453224563115788633,좋아용,5,2019-06-07 08:29:32,
좋아요,False,꿀딱스,좋아용,5,2019-05-06 12:16:10,
조아요,False,hamsterules,굿굿임,5,2019-04-18 07:34:00,
좋아용,False,내 3만 리듬포인트 내놓으시지?,좋아용,5,2019-05-22 12:11:13,
좋은듯,False,ㅇㄴ 빡치네,좋은듯,5,2020-08-18 08:29:40,
좋아우,False,화ㅓㅗㅍ퍼,좋아우,5,2019-10-17 10:46:58,
우왕,False,구닥도둑놈들,ㅋ굳ㅋ,5,2019-04-22 08:13:36,
너무 좋아요,False,Sangjuns,굿,5,2021-07-18 06:18:23,
조아요,False,해어린,저아요,5,2021-01-21 12:24:07,
조아요,False,꿈꿈꾸루꿈,조아여,5,2020-11-01 12:16:11,
조아용,False,배그 플래티넘,조아용아주조아용,5,2019-06-04 05:24:52,
좋아요,False,Daniel Cho 12,bbb,5,2019-05-26 07:09:01,
좋아요,False,Hwaniiii,아주좋아요,5,2019-05-13 08:28:19,
좋아용,False,주쥬앙,좋아용,5,2019-04-29 13:07:21,
굳,False,티인증최고,폰안만지게됨,5,2019-11-22 18:56:49,
좋아요,False,초콜콜,굿굿 상상그이상,5,2019-04-15 12:42:40,
재밌당,False,냐아라,굿굿,5,2021-09-09 01:54:53,
좋아료,False,쟈우ㅑ주랴ㅜ,조아요,5,2019-04-24 01:15:55,
좋아요!!,False,피아노뮤직,굿굿 😙😙😙😙😙😙😙😙😙😙😙😙,5,2021-07-27 04:21:56,
나무,False,2재시니,나무를 키우자,4,2018-10-08 05:14:39,
조아연,False,싸발적 루삥뽕,조아연!,5,2021-04-03 09:24:27,
좋아요,False,러버염,!!!,5,2020-12-21 03:01:37,
굳굳,False,썅아치,좋아여,5,2019-07-23 10:50:41,
좋아용,False,잼잇어용힣힣히히히,좋아용,5,2019-01-20 08:03:10,
좋아요,False,또또한남또,좋아용,5,2017-10-14 05:56:21,
뚣 ㅜ,False,누누자댜ㅏ다,ㅠㅠㅜ,5,2021-05-28 23:48:51,
좋네요,False,미래선생,ㅎㅎ,5,2020-12-27 12:21:48,
아주 좋음,False,서우렁,좋음,5,2020-07-07 06:10:30,
좋아요,False,오이즈요,괜찮아요,3,2020-07-28 19:27:48,"{'id': 16990901, 'body': ""Hi,\r\nThank you for the feedback! Don't hesitate to give us a positive rating if you enjoy the app. :)\r\n- Forest"", 'modified': '2020-07-31T01:09:24Z'}"
최고,False,Wooseok.Heo,집중최고,5,2020-04-25 07:41:56,
조아용,False,쭝민010,조아용,5,2020-03-24 04:54:48,
굿,False,겅부해,친구랑 하삼,5,2020-03-16 22:25:15,
좋아요~,False,he2da,좋이요,5,2019-06-23 16:15:27,
좋아요,False,Hanasoi,좋아욥!,5,2017-12-01 03:15:48,
좋아요,False,1122233445,좋아요요요,5,2021-03-22 11:30:46,
와,False,난 너무 기여우어어어에엥이,좋네얌,5,2020-09-16 07:07:46,
죠아요,False,유ㅗ며저렃,죠아요,5,2020-03-12 06:18:07,
나무 예쁨,False,공ㅇ인ㅇㅈㅅ,나무가 이쁨,4,2019-01-14 14:57:20,
굿굿,False,와이런어플도있다니,집중잘돼요,5,2019-03-05 13:40:30,
Good,False,leedㅇ,Nice,5,2018-05-15 10:09:24,
Good,False,ㅗㅗㅗㅗㅛㅛㅓㅜㄴ뵤ㅜㅠ,4stars,4,2018-10-16 09:56:03,
최고,False,think_ja123,좋아요,5,2019-08-11 06:27:11,
좋아유,False,aksooky,좋아유,5,2020-04-22 10:22:27,
Good,False,맴맴831,Verygood,5,2019-12-15 10:22:04,
매우 좋음,False,youioui,매우 좋음,5,2019-05-16 14:15:21,
좋음,False,열공시간 파이팅,잼슴,5,2021-03-29 00:31:49,
넘 좋아요,False,우투으으ㅠㅊ,넘 좋아요,5,2020-07-20 10:11:57,
최고에요,False,Universe_S,최고,5,2019-04-12 07:53:19,
좋아요,False,왜왜왜왜와이,재밌어요,5,2020-08-25 06:46:15,
좋아용,False,IeltS1021~!,굳굳,4,2021-08-28 05:55:45,
cute,False,후빡쳐,good,5,2018-10-17 03:00:24,
조아요,False,게임접속 좀 되게 해주세요,조아욤,5,2020-07-10 09:49:40,
좋아요,False,뚜루룽삐밥,좋아,5,2020-05-31 06:02:44,
재밌어요,False,벼어어어어엉얼명,좋아요,5,2020-04-14 06:33:45,
조아요,False,숫사수수수슛,헤헤,5,2019-09-21 08:18:03,
좋아여,False,긔연,굿굿,4,2021-09-10 11:56:53,
좋아요,False,몸모모단,하핳 좋아요,4,2020-09-24 03:18:55,
Good,False,하..옴,나쁘진않아요,3,2020-05-31 03:41:38,
굳,False,구름의이동속도,좋아용,5,2021-02-10 12:48:19,
굿 돈값한다,False,이것도사용즁이냐개갘네,좋음,5,2020-05-25 13:30:41,
조음,False,추천인은 쭝이쭝이,조아요,5,2020-05-06 08:49:00,
조아용,False,돈이그렇게벌고싶었니?,굿굿,5,2019-10-29 11:18:56,
좋아여,False,퇴근요정헮미,굳,5,2022-09-18 04:28:47,
잼잼,False,노윤히히,재미씀,5,2020-03-01 03:58:34,
!!,False,응잉이잉,좋아요!,5,2020-01-22 11:29:16,
짱이에요,False,쾌똥처나,짱이에요~~~,5,2019-04-20 10:46:10,
굿,False,쪼루띠,나무키우는재미쏠쏠,5,2021-03-09 00:42:14,
굿굿굿,False,유용하네요 애들이랑 함께 할수잇는 좋은 계기가 되네요,아주 좋아요,5,2021-02-18 00:34:02,
좋네요,False,ttogttogi,좋아요,5,2021-02-07 10:24:03,
굳,False,토너어으어,좋아요좋아영,5,2019-05-30 00:23:17,
좋아융,False,어저오유너얻쟝,좋아융,5,2020-10-14 10:40:25,
좋아영,False,신기하네여매우매우,좋아영,5,2019-05-09 07:59:14,
집중하기 좋아요,False,ssAliiii,굿,4,2020-03-01 02:23:22,
좋아요,False,커너돋ㄹㄷ,👍👍,5,2021-04-26 12:15:00,
good,False,김푸드덕,편합니다요,4,2019-01-18 05:16:20,
좋아용,False,뿡총힌,굳,5,2021-03-16 17:06:16,
좋아요,False,별*별*,^^,5,2020-10-14 05:24:28,
크크크,False,goziaaaaa,아자아자!,5,2020-04-21 10:59:52,
조아요,False,17637838738932892,조아여,5,2019-06-08 04:53:04,
굿,False,Djdkrufj,Good 너무 귀엽다,5,2018-07-30 23:13:58,
